PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,North Philadelphia East,,,,,,,,,
Location:,"Lat, Lon: 40.01, -75.14",,,,,,,,,
Lat (deg N):,40.01,,,,,,,,,
Long (deg W):,75.14,,,,,,,,,
Elev (m):,44.72000122,,,,,,,,,
DC System Size (kW):,4,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (roof mount),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14.08,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.129,,,,,,,,,
Capacity Factor (%),"15.1	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
7,15,7,48,193,20,2,205.039,24.71,699.884,664.612
7,15,8,143,296,21,2,382.551,31.63,1267.447,1216.778
7,15,9,261,365,22,2,581.294,39.25,1860.839,1790.871
7,15,10,176,438,22,2,606.627,40.809,1929.56,1857.145
7,15,11,194,471,23,2,673.131,43.784,2109.147,2030.132
7,15,12,93,460,23,2,553.669,40.643,1762.942,1696.383
7,15,13,38,377,23,2,410.177,35.97,1336.96,1284.2
7,15,14,101,383,23,1,462.45,39.604,1479.369,1422.183
7,15,15,180,314,23,1,432.207,38.905,1382.278,1328.13
7,15,16,477,169,22,0,399.641,41.182,1224.891,1175.481
7,15,17,108,136,21,0,155.945,30.386,501.413,470.819
7,15,18,0,50,20,0,46.308,21.339,161.889,138.449
7,15,19,0,0,19,0,0,19,0,0
7,15,20,0,0,19,0,0,19,0,0
7,15,21,0,0,19,0,0,19,0,0
7,15,22,0,0,18,0,0,18,0,0
7,15,23,0,0,17,0,0,17,0,0
7,16,0,0,0,17,0,0,17,0,0
7,16,1,0,0,16,0,0,16,0,0
7,16,2,0,0,16,0,0,16,0,0
7,16,3,0,0,15,0,0,15,0,0
7,16,4,0,0,16,0,0,16,0,0
7,16,5,171,45,17,0,36.592,14.372,132.04,109.177
7,16,6,428,99,19,0,184.604,25.031,542.764,511.225
7,16,7,333,182,22,0,323.137,35.857,1015.925,972.449
7,16,8,287,279,24,0,462.008,44.502,1430.318,1374.678
7,16,9,692,195,25,0,767.816,57.276,2230.9,2147.239
7,16,10,374,378,26,0,736.843,59.218,2124.373,2044.785
7,16,11,26,361,27,1,385.022,42.85,1212.223,1163.184
7,16,12,223,469,27,1,701.927,51.121,2116.2,2036.92
7,16,13,179,446,26,1,622.018,49.303,1893.335,1822.216
7,16,14,0,119,26,1,113.568,31.973,377.518,349.659
7,16,15,0,109,25,1,103.811,27.227,353.043,325.707
7,16,16,54,212,24,1,229.081,30.662,761.086,724.299
7,16,17,31,126,23,0,126.274,29.067,419.621,390.848
7,16,18,0,43,22,0,40.339,22.57,140.222,117.201
7,16,19,0,0,20,0,0,20,0,0
7,16,20,0,0,19,0,0,19,0,0
7,16,21,0,0,19,0,0,19,0,0
7,16,22,0,0,19,0,0,19,0,0
7,16,23,0,0,19,0,0,19,0,0
7,17,0,0,0,19,0,0,19,0,0
7,17,1,0,0,19,0,0,19,0,0
7,17,2,0,0,19,0,0,19,0,0
7,17,3,0,0,18,0,0,18,0,0
7,17,4,0,0,18,0,0,18,0,0
7,17,5,64,43,19,0,36.66,16.512,131.021,108.177
7,17,6,248,133,21,0,176.015,26.694,547.395,515.75
7,17,7,45,190,23,0,200.875,31.667,663.48,629.094
7,17,8,89,287,25,0,335.529,39.528,1070.586,1025.597
7,17,9,304,352,26,0,603.163,51.653,1809.809,1741.629
7,17,10,628,269,27,0,871.092,63.442,2451.642,2359.207
7,17,11,651,275,28,0,944.999,68.295,2586.816,2488.785
7,17,12,663,268,28,1,954.65,62.501,2702.629,2599.667
7,17,13,682,237,29,1,903.374,61.958,2564.573,2467.474
7,17,14,644,227,28,1,781.874,57.154,2275.9,2190.487
7,17,15,577,211,28,1,609.743,51.25,1818.806,1750.313
7,17,16,420,205,27,1,406.409,42.828,1241.1,1191.212
7,17,17,278,149,26,0,212.964,37.683,636.112,602.384
7,17,18,112,64,24,0,58.941,26.939,189.99,165.998
7,17,19,0,0,22,0,0,22,0,0
7,17,20,0,0,21,0,0,21,0,0
7,17,21,0,0,20,0,0,20,0,0
7,17,22,0,0,20,0,0,20,0,0
7,17,23,0,0,19,1,0,19,0,0
7,18,0,0,0,19,0,0,19,0,0
7,18,1,0,0,18,0,0,18,0,0
7,18,2,0,0,18,0,0,18,0,0
7,18,3,0,0,18,1,0,18,0,0
7,18,4,0,0,18,1,0,18,0,0
7,18,5,193,41,20,1,31.683,18.487,112.22,89.736
7,18,6,451,91,22,1,181.255,26.388,522.758,491.679
7,18,7,570,133,25,2,383.416,35.566,1186.773,1138.476
7,18,8,657,159,28,2,587.138,45.333,1797.552,1729.799
7,18,9,711,178,29,2,765.706,52.127,2287.951,2202.066
7,18,10,630,265,29,3,869.071,52.774,2595.628,2497.226
7,18,11,172,469,30,3,649.787,48.538,1986.105,1911.644
7,18,12,187,456,30,3,652.955,47.937,2002.143,1927.096
7,18,13,639,271,30,3,896.891,54.102,2660.006,2558.874
7,18,14,634,239,30,3,785.531,52.051,2351.262,2262.873
7,18,15,629,191,29,3,627.67,46.73,1916.508,1844.562
7,18,16,570,152,28,2,428.201,41.766,1302.918,1251.188
7,18,17,466,108,27,1,225.352,35.646,647.298,613.302
7,18,18,258,54,25,1,52.884,26.128,156.446,133.111
7,18,19,0,0,23,1,0,23,0,0
7,18,20,0,0,21,1,0,21,0,0
7,18,21,0,0,20,1,0,20,0,0
7,18,22,0,0,19,1,0,19,0,0
7,18,23,0,0,18,1,0,18,0,0
7,19,0,0,0,17,1,0,17,0,0
7,19,1,0,0,16,1,0,16,0,0
7,19,2,0,0,15,0,0,15,0,0
7,19,3,0,0,15,0,0,15,0,0
7,19,4,0,0,15,0,0,15,0,0
7,19,5,0,15,17,1,14.201,14.689,51.171,29.831
7,19,6,269,104,19,1,153.95,22.17,477.598,447.541
7,19,7,0,85,21,1,80.797,22.509,280.936,255.109
7,19,8,0,106,23,1,100.914,24.805,347.138,319.928
7,19,9,0,95,23,1,90.51,24.565,311.702,285.237
7,19,10,3,157,22,1,153.178,25.775,524.519,493.399
7,19,11,1,141,22,1,136.137,25.584,466.593,436.782
7,19,12,0,101,21,1,96.582,22.979,335.085,308.129
7,19,13,10,227,20,1,227.954,26.499,777.898,740.688
7,19,14,6,186,20,0,183.234,28.494,619.34,586.011
7,19,15,9,211,20,0,207.994,29.073,700.832,665.538
7,19,16,0,103,20,0,97.927,24.49,337.363,310.359
7,19,17,46,128,19,0,132.029,23.51,447.67,418.28
7,19,18,0,11,18,0,10.407,16.534,37.189,16.106
7,19,19,0,0,17,0,0,17,0,0
7,19,20,0,0,17,0,0,17,0,0
7,19,21,0,0,16,0,0,16,0,0
7,19,22,0,0,16,0,0,16,0,0
7,19,23,0,0,16,0,0,16,0,0
7,20,0,0,0,15,0,0,15,0,0
7,20,1,0,0,15,0,0,15,0,0
7,20,2,0,0,14,0,0,14,0,0
7,20,3,0,0,14,1,0,14,0,0
7,20,4,0,0,14,1,0,14,0,0
7,20,5,240,35,14,1,26.932,12.066,98.188,75.97
7,20,6,20,105,16,2,102.469,17.079,360.818,333.316
7,20,7,249,193,18,2,296.114,25.524,984.942,942.312
7,20,8,381,253,20,2,496.336,34.422,1613.303,1551.784
7,20,9,759,155,22,2,778.922,45.367,2411.704,2320.89
7,20,10,834,139,23,2,921.136,51.382,2771.476,2665.524
7,20,11,851,142,24,1,996.336,59.926,2861.999,2752.049
7,20,12,15,263,25,1,269.088,38.567,865.833,826.369
7,20,13,127,441,26,1,568.48,45.242,1767.712,1700.99
7,20,14,796,144,26,1,823.505,54.884,2426.249,2334.846
7,20,15,756,129,25,1,651.468,49.913,1952.689,1879.442
7,20,16,663,119,25,0,442.673,47.441,1301.118,1249.442
7,20,17,546,89,24,0,229.324,36.747,641.318,607.465
7,20,18,332,48,22,0,49.759,24.709,141.119,118.081
7,20,19,0,0,20,0,0,20,0,0
7,20,20,0,0,18,0,0,18,0,0
7,20,21,0,0,17,0,0,17,0,0
7,20,22,0,0,16,0,0,16,0,0
7,20,23,0,0,16,0,0,16,0,0
7,21,0,0,0,15,0,0,15,0,0
7,21,1,0,0,14,0,0,14,0,0
7,21,2,0,0,14,0,0,14,0,0
7,21,3,0,0,14,0,0,14,0,0
7,21,4,0,0,14,0,0,14,0,0
7,21,5,299,33,16,0,25.692,12.721,93.394,71.266
7,21,6,581,68,19,0,186.63,24.957,516.486,485.55
7,21,7,717,91,23,0,404.967,40.117,1211.557,1162.538
7,21,8,794,106,25,1,620.184,46.689,1880.84,1810.165
7,21,9,835,120,26,1,800.925,54.449,2362.117,2273.295
7,21,10,831,148,27,1,933.368,60.269,2674.4,2572.652
7,21,11,837,157,28,2,1005.184,58.962,2903.078,2791.289
7,21,12,831,162,28,2,1010.212,59.352,2911.301,2799.142
7,21,13,821,157,28,2,950.229,57.766,2761.794,2656.266
7,21,14,779,157,28,2,822.497,54.09,2433.93,2342.215
7,21,15,712,151,27,2,644.285,47.712,1954.894,1881.567
7,21,16,535,165,26,2,423.457,39.714,1304.378,1252.604
7,21,17,363,130,25,1,217.985,33.347,649.837,615.779
7,21,18,110,60,22,1,55.096,23.061,181.286,157.466
7,21,19,0,0,21,1,0,21,0,0
7,21,20,0,0,20,1,0,20,0,0
7,21,21,0,0,19,1,0,19,0,0
7,21,22,0,0,18,1,0,18,0,0
7,21,23,0,0,18,1,0,18,0,0
7,22,0,0,0,18,1,0,18,0,0
7,22,1,0,0,18,1,0,18,0,0
7,22,2,0,0,17,0,0,17,0,0
7,22,3,0,0,16,0,0,16,0,0
7,22,4,0,0,16,0,0,16,0,0
7,22,5,60,35,17,1,30.399,15.312,109.234,86.807
7,22,6,308,119,19,1,174.763,23.06,539.152,507.697
7,22,7,561,139,21,1,381.805,33.456,1194.035,1145.527
7,22,8,708,144,24,1,603.58,45.051,1848.814,1779.269
7,22,9,804,138,25,1,797.703,53.321,2367.381,2278.349
7,22,10,858,133,26,1,937.343,59.443,2698.237,2595.465
7,22,11,882,131,27,1,1016.273,63.343,2863.169,2753.168
7,22,12,885,130,28,2,1024.307,59.768,2945.036,2831.352
7,22,13,854,140,28,2,957.924,58.023,2780.144,2673.813
7,22,14,818,137,27,2,834.846,53.501,2478.163,2384.644
7,22,15,762,130,27,2,656.328,48.097,1986.165,1911.702
7,22,16,690,110,26,1,446.309,43.416,1337.287,1284.517
7,22,17,565,85,24,0,229.732,36.769,638.668,604.879
7,22,18,332,47,21,0,48.181,23.64,138.041,115.062
7,22,19,0,0,19,0,0,19,0,0
7,22,20,0,0,18,0,0,18,0,0
7,22,21,0,0,17,0,0,17,0,0
7,22,22,0,0,17,0,0,17,0,0
7,22,23,0,0,17,0,0,17,0,0
7,23,0,0,0,16,0,0,16,0,0
7,23,1,0,0,15,0,0,15,0,0
7,23,2,0,0,15,0,0,15,0,0
7,23,3,0,0,14,0,0,14,0,0
7,23,4,0,0,14,0,0,14,0,0
7,23,5,225,32,16,1,24.647,14.048,89.068,67.022
7,23,6,239,103,18,1,145.649,20.908,457.671,428.059
7,23,7,130,198,21,1,247.105,28.524,819.47,781.203
7,23,8,295,270,24,0,458.032,43.681,1423.286,1367.866
7,23,9,313,344,25,0,602.874,51.606,1809.215,1741.056
7,23,10,632,273,26,0,879.319,62.785,2484.108,2390.344
7,23,11,585,330,27,0,935.23,67.134,2577.611,2479.966
7,23,12,561,347,27,0,933.068,67.397,2567.745,2470.514
7,23,13,482,348,27,0,825.572,64.028,2316.285,2229.284
7,23,14,584,258,27,0,761.249,61.311,2165.177,2084.041
7,23,15,581,195,26,0,598.884,54.612,1753.603,1687.365
7,23,16,317,199,25,0,348.128,43.635,1062.297,1017.539
7,23,17,69,128,24,0,137.928,32.068,444.864,415.536
7,23,18,0,39,22,0,36.645,22.659,127.328,104.555
7,23,19,0,0,21,0,0,21,0,0
7,23,20,0,0,20,0,0,20,0,0
7,23,21,0,0,19,1,0,19,0,0
7,23,22,0,0,18,1,0,18,0,0
7,23,23,0,0,18,0,0,18,0,0
7,24,0,0,0,17,0,0,17,0,0
7,24,1,0,0,17,0,0,17,0,0
7,24,2,0,0,17,0,0,17,0,0
7,24,3,0,0,18,0,0,18,0,0
7,24,4,0,0,17,0,0,17,0,0
7,24,5,0,30,17,0,28.035,13.954,101.352,79.074
7,24,6,0,93,18,0,87.313,18.741,308.904,282.497
7,24,7,72,192,20,1,214.521,25.94,725.17,689.277
7,24,8,31,245,21,1,257.64,29.362,865.873,826.408
7,24,9,39,318,22,1,344.306,33.68,1134.537,1087.743
7,24,10,52,384,23,1,430.211,38.135,1387.156,1332.858
7,24,11,47,406,23,1,452.9,39.405,1451.136,1394.843
7,24,12,37,391,23,1,428.002,38.708,1376.184,1322.224
7,24,13,46,386,23,1,428.1,38.564,1377.432,1323.434
7,24,14,24,298,23,1,307.714,34.481,1010.208,966.889
7,24,15,33,263,24,1,278.639,33.721,917.218,876.404
7,24,16,16,179,23,1,177.968,28.976,598.611,565.772
7,24,17,0,67,22,0,63.622,24.491,219.18,194.607
7,24,18,0,22,20,0,20.842,17.948,74.005,52.241
7,24,19,0,0,18,0,0,18,0,0
7,24,20,0,0,18,0,0,18,0,0
7,24,21,0,0,18,0,0,18,0,0
7,24,22,0,0,18,0,0,18,0,0
7,24,23,0,0,17,0,0,17,0,0
7,25,0,0,0,17,0,0,17,0,0
7,25,1,0,0,17,0,0,17,0,0
7,25,2,0,0,17,0,0,17,0,0
7,25,3,0,0,16,1,0,16,0,0
7,25,4,0,0,16,1,0,16,0,0
7,25,5,0,31,18,1,28.793,16.289,103.008,80.699
7,25,6,56,106,20,1,110.336,21.675,372.844,345.085
7,25,7,305,179,21,2,306.346,28.901,996.518,953.573
7,25,8,326,261,23,2,468.866,36.631,1508.71,1450.59
7,25,9,105,361,24,2,440.862,37.498,1424.83,1369.361
7,25,10,100,418,24,2,509.673,39.387,1632.974,1570.804
7,25,11,159,463,24,2,632.247,43.201,1987.001,1912.508
7,25,12,88,449,24,2,539.033,41.032,1712.954,1648.102
7,25,13,52,393,23,2,441.098,36.815,1431.714,1376.03
7,25,14,78,365,23,2,426.345,35.961,1389.073,1334.715
7,25,15,219,302,22,2,447.833,35.538,1455.269,1398.846
7,25,16,53,204,21,2,221.293,27.862,744.97,708.585
7,25,17,0,102,20,1,96.154,22.546,334.273,307.334
7,25,18,78,50,19,1,45.68,18.703,155.492,132.175
7,25,19,0,0,19,1,0,19,0,0
7,25,20,0,0,18,1,0,18,0,0
7,25,21,0,0,18,1,0,18,0,0
7,25,22,0,0,18,1,0,18,0,0
7,25,23,0,0,17,1,0,17,0,0
7,26,0,0,0,17,1,0,17,0,0
7,26,1,0,0,17,1,0,17,0,0
7,26,2,0,0,17,1,0,17,0,0
7,26,3,0,0,17,1,0,17,0,0
7,26,4,0,0,17,2,0,17,0,0
7,26,5,0,10,17,2,9.461,15.008,34.042,13.017
7,26,6,0,53,17,2,50.305,16.358,179.911,156.117
7,26,7,0,129,18,2,122.531,19.878,431.254,402.226
7,26,8,10,205,19,3,202.446,23.178,701.245,665.941
7,26,9,8,211,21,3,208.919,25.677,715.622,679.964
7,26,10,13,257,22,3,259.946,28.109,880.297,840.456
7,26,11,13,265,23,3,269.073,29.55,904.973,864.483
7,26,12,57,423,23,3,481.289,35.276,1574.2,1513.963
7,26,13,19,310,23,3,318.212,31.649,1059.425,1014.747
7,26,14,8,210,23,3,208.313,28.106,705.404,669.997
7,26,15,11,214,23,3,212.428,27.827,719.975,684.21
7,26,16,85,212,23,3,244.363,28.711,816.624,778.43
7,26,17,0,54,22,2,51.253,22.686,178.061,154.303
7,26,18,0,15,22,2,14.198,20.587,49.809,28.495
7,26,19,0,0,21,2,0,21,0,0
7,26,20,0,0,21,1,0,21,0,0
7,26,21,0,0,21,1,0,21,0,0
7,26,22,0,0,21,1,0,21,0,0
7,26,23,0,0,21,1,0,21,0,0
7,27,0,0,0,21,1,0,21,0,0
7,27,1,0,0,21,1,0,21,0,0
7,27,2,0,0,21,1,0,21,0,0
7,27,3,0,0,20,1,0,20,0,0
7,27,4,0,0,20,1,0,20,0,0
7,27,5,20,31,20,1,28.161,18.358,99.805,77.556
7,27,6,126,106,21,1,124.456,23.235,403.791,375.364
7,27,7,577,120,22,1,370.289,33.741,1151.487,1104.208
7,27,8,5,184,24,1,179.026,30.624,598.782,565.939
7,27,9,74,347,25,1,402.028,38.176,1295.194,1243.696
7,27,10,23,320,26,1,331.333,38.111,1068.503,1023.573
7,27,11,13,259,26,1,263.201,35.347,860.577,821.25
7,27,12,14,279,27,1,284.04,36.653,922.723,881.763
7,27,13,29,349,27,1,374.626,39.874,1197.464,1148.856
7,27,14,14,256,27,1,258.262,36.45,839.7,800.914
7,27,15,18,235,26,0,237.571,37.167,769.166,732.176
7,27,16,0,141,25,0,134.131,31.6,446.681,417.313
7,27,17,0,62,24,0,58.873,25.707,201.662,177.439
7,27,18,134,53,23,0,47.499,22.542,155.73,132.409
7,27,19,0,0,21,0,0,21,0,0
7,27,20,0,0,21,0,0,21,0,0
7,27,21,0,0,21,0,0,21,0,0
7,27,22,0,0,20,0,0,20,0,0
7,27,23,0,0,20,0,0,20,0,0
7,28,0,0,0,19,0,0,19,0,0
7,28,1,0,0,19,0,0,19,0,0
7,28,2,0,0,19,0,0,19,0,0
7,28,3,0,0,18,1,0,18,0,0
7,28,4,0,0,18,1,0,18,0,0
7,28,5,192,30,18,1,23.248,16.091,83.246,61.309
7,28,6,0,88,19,1,82.717,19.557,291.552,265.506
7,28,7,115,193,21,1,235.821,27.698,786.025,748.609
7,28,8,738,118,23,2,594.438,40.001,1866.128,1795.974
7,28,9,41,317,24,1,345.363,37.753,1115.28,1069.033
7,28,10,14,270,25,1,273.711,34.792,897.364,857.075
7,28,11,26,353,26,1,378.203,38.934,1214.682,1165.572
7,28,12,39,392,27,1,431.623,42.333,1362.557,1309.015
7,28,13,183,437,27,1,619.202,48.74,1890.386,1819.371
7,28,14,672,211,27,1,790.045,55.058,2326.084,2238.695
7,28,15,602,197,27,1,614.341,50.479,1838.942,1769.745
7,28,16,479,177,26,1,406.394,41.873,1240.428,1190.561
7,28,17,317,130,24,1,203.494,31.732,614.894,581.671
7,28,18,110,52,22,1,45.873,22.61,152.154,128.902
7,28,19,0,0,20,1,0,20,0,0
7,28,20,0,0,19,1,0,19,0,0
7,28,21,0,0,18,0,0,18,0,0
7,28,22,0,0,18,0,0,18,0,0
7,28,23,0,0,18,0,0,18,0,0
7,29,0,0,0,17,0,0,17,0,0
7,29,1,0,0,17,0,0,17,0,0
7,29,2,0,0,17,0,0,17,0,0
7,29,3,0,0,17,0,0,17,0,0
7,29,4,0,0,17,0,0,17,0,0
7,29,5,0,16,19,0,15.155,15.455,54.42,33.02
7,29,6,159,103,20,1,128.18,22.244,411.338,382.746
7,29,7,255,183,21,1,288.218,29.877,936.659,895.329
7,29,8,195,281,22,1,401.508,35.833,1300.766,1249.101
7,29,9,132,384,23,1,492.434,40.55,1567.05,1507.046
7,29,10,16,284,24,2,289.391,33.126,956.558,914.694
7,29,11,25,348,25,2,372.219,35.704,1214.878,1165.761
7,29,12,9,205,25,2,206.442,31.11,689.126,654.117
7,29,13,150,432,25,2,583.018,41.526,1847.876,1778.364
7,29,14,138,379,25,2,497.846,40.624,1584.12,1523.559
7,29,15,257,292,24,2,468.267,38.422,1498.878,1441.072
7,29,16,337,189,23,2,347.146,33.738,1110.598,1064.484
7,29,17,0,93,22,1,87.817,25.167,301.573,275.319
7,29,18,0,15,21,1,14.199,19.527,50.055,28.735
7,29,19,0,0,20,1,0,20,0,0
7,29,20,0,0,20,1,0,20,0,0
7,29,21,0,0,20,1,0,20,0,0
7,29,22,0,0,20,0,0,20,0,0
7,29,23,0,0,19,0,0,19,0,0
7,30,0,0,0,19,0,0,19,0,0
7,30,1,0,0,19,0,0,19,0,0
7,30,2,0,0,19,0,0,19,0,0
7,30,3,0,0,19,0,0,19,0,0
7,30,4,0,0,19,0,0,19,0,0
7,30,5,0,23,20,0,21.814,16.845,77.843,56.008
7,30,6,0,89,22,1,83.607,22.691,290.46,264.436
7,30,7,277,216,23,1,329.158,33.052,1054.987,1010.433
7,30,8,227,276,25,1,416.91,39.571,1324.535,1272.152
7,30,9,64,338,26,1,385.303,40.022,1229.91,1180.352
7,30,10,241,416,27,1,655.011,49.634,1989.982,1915.38
7,30,11,198,457,27,1,666.039,51.396,2005.029,1929.877
7,30,12,569,321,28,1,915.948,60.044,2629.409,2529.579
7,30,13,548,314,28,2,854.835,54.844,2525.084,2429.63
7,30,14,353,342,27,2,646.665,47.905,1980.139,1905.896
7,30,15,296,283,26,2,485.65,41.522,1529.293,1470.511
7,30,16,39,193,25,2,204.166,31.55,676.144,641.451
7,30,17,0,21,24,1,19.893,23.71,68.782,47.116
7,30,18,0,17,23,1,16.097,21.191,56.313,34.878
7,30,19,0,0,22,1,0,22,0,0
7,30,20,0,0,22,1,0,22,0,0
7,30,21,0,0,22,0,0,22,0,0
7,30,22,0,0,21,0,0,21,0,0
7,30,23,0,0,21,0,0,21,0,0
7,31,0,0,0,21,0,0,21,0,0
7,31,1,0,0,21,0,0,21,0,0
7,31,2,0,0,21,0,0,21,0,0
7,31,3,0,0,21,0,0,21,0,0
7,31,4,0,0,21,0,0,21,0,0
7,31,5,101,30,21,0,24.881,18.098,88.284,66.252
7,31,6,376,90,23,1,159.433,26.569,462.922,433.193
7,31,7,554,124,24,1,363.027,35.714,1118.606,1072.265
7,31,8,16,216,25,1,217.048,32.928,717.413,681.711
7,31,9,26,288,26,1,304.484,36.065,991.695,948.881
7,31,10,155,423,27,1,574.924,46.622,1774.754,1707.789
7,31,11,163,458,27,2,632.558,46.406,1955.231,1881.891
7,31,12,775,175,27,2,968.702,55.936,2845.124,2735.925
7,31,13,762,171,27,2,909.072,55.557,2674.576,2572.82
7,31,14,737,158,27,2,787.4,52.017,2356.22,2267.634
7,31,15,341,271,26,2,503.991,42.624,1576.915,1516.59
7,31,16,18,177,25,1,177.116,32.433,585.632,553.098
7,31,17,66,120,24,1,129.34,27.562,425.829,396.92
7,31,18,0,20,23,0,18.946,22.297,65.942,44.328
7,31,19,0,0,20,1,0,20,0,0
7,31,20,0,0,20,1,0,20,0,0
7,31,21,0,0,20,1,0,20,0,0
7,31,22,0,0,19,1,0,19,0,0
7,31,23,0,0,19,1,0,19,0,0
8,1,0,0,0,19,1,0,19,0,0
8,1,1,0,0,18,1,0,18,0,0
8,1,2,0,0,18,0,0,18,0,0
8,1,3,0,0,18,0,0,18,0,0
8,1,4,0,0,18,0,0,18,0,0
8,1,5,0,26,20,0,24.377,16.976,86.937,64.931
8,1,6,163,100,21,1,125.825,23.256,400.303,371.951
8,1,7,79,186,22,1,211.89,28.146,707.631,672.17
8,1,8,474,211,23,1,517.473,40.277,1629.47,1567.416
8,1,9,213,357,24,1,530.747,43.444,1663.29,1600.11
8,1,10,37,356,24,1,388.892,38.842,1249.508,1199.372
8,1,11,202,455,24,1,668.447,47.184,2057.754,1980.659
8,1,12,91,445,24,1,539.253,44.563,1682.898,1619.061
8,1,13,14,270,24,1,274.256,35.016,898.17,857.86
8,1,14,8,210,24,1,208.435,31.047,695.913,660.739
8,1,15,89,292,23,1,345.905,34.43,1132.912,1086.164
8,1,16,51,197,22,1,213.773,29.683,713.289,677.689
8,1,17,143,120,21,0,148.909,27.864,475.961,445.94
8,1,18,0,38,20,0,35.229,20.635,123.559,100.858
8,1,19,0,0,20,0,0,20,0,0
8,1,20,0,0,20,0,0,20,0,0
8,1,21,0,0,19,0,0,19,0,0
8,1,22,0,0,19,0,0,19,0,0
8,1,23,0,0,19,0,0,19,0,0
8,2,0,0,0,19,0,0,19,0,0
8,2,1,0,0,19,0,0,19,0,0
8,2,2,0,0,19,0,0,19,0,0
8,2,3,0,0,18,1,0,18,0,0
8,2,4,0,0,18,1,0,18,0,0
8,2,5,0,24,18,2,22.669,16.464,81.034,59.138
8,2,6,0,17,19,2,16.096,17.398,57.296,35.843
8,2,7,0,138,19,2,131.174,21.008,459.278,429.63
8,2,8,109,276,19,3,338.398,26.94,1147.162,1100.007
8,2,9,206,357,20,3,525.297,33.696,1728.842,1663.45
8,2,10,37,344,21,3,376.77,31.37,1256.024,1205.695
8,2,11,24,341,22,2,364.575,32.855,1206.713,1157.835
8,2,12,22,337,23,2,349.835,33.362,1155.061,1107.679
8,2,13,116,427,23,2,546.567,39.089,1753.88,1687.633
8,2,14,38,322,23,2,350.351,34.174,1151.806,1104.518
8,2,15,129,297,22,1,382.455,35.567,1244.494,1194.506
8,2,16,271,197,21,1,322.712,32.728,1041.253,997.08
8,2,17,255,111,20,0,168.606,29.008,517.131,486.18
8,2,18,113,43,19,0,37.367,20.072,126.611,103.852
8,2,19,0,0,19,0,0,19,0,0
8,2,20,0,0,18,0,0,18,0,0
8,2,21,0,0,18,0,0,18,0,0
8,2,22,0,0,18,0,0,18,0,0
8,2,23,0,0,18,1,0,18,0,0
8,3,0,0,0,17,1,0,17,0,0
8,3,1,0,0,17,1,0,17,0,0
8,3,2,0,0,18,1,0,18,0,0
8,3,3,0,0,18,1,0,18,0,0
8,3,4,0,0,18,1,0,18,0,0
8,3,5,0,7,18,1,6.619,15.451,23.77,2.933
8,3,6,7,90,18,2,85.856,18.503,302.513,276.239
8,3,7,106,187,20,2,226.375,25.325,763.387,726.541
8,3,8,124,277,22,2,353.094,31.844,1168.643,1120.871
8,3,9,30,295,23,2,315.103,32.273,1045.527,1001.235
8,3,10,60,386,24,1,441.326,39.32,1414.523,1359.376
8,3,11,14,277,24,1,282.182,34.68,925.678,884.64
8,3,12,0,128,24,1,122.612,28.029,415.394,386.713
8,3,13,10,226,25,1,227.282,31.741,756.36,719.69
8,3,14,78,358,25,0,420.445,43.077,1321.505,1269.214
8,3,15,0,38,24,0,36.102,28.615,121.968,99.298
8,3,16,135,208,23,0,266.503,32.967,867.836,828.32
8,3,17,116,118,22,0,140.035,29.138,448.478,419.07
8,3,18,14,39,21,0,35.363,21.543,123.004,100.314
8,3,19,0,0,21,0,0,21,0,0
8,3,20,0,0,20,0,0,20,0,0
8,3,21,0,0,20,0,0,20,0,0
8,3,22,0,0,19,0,0,19,0,0
8,3,23,0,0,19,0,0,19,0,0
8,4,0,0,0,18,0,0,18,0,0
8,4,1,0,0,18,0,0,18,0,0
8,4,2,0,0,17,0,0,17,0,0
8,4,3,0,0,17,0,0,17,0,0
8,4,4,0,0,17,0,0,17,0,0
8,4,5,126,26,18,0,20.118,14.682,72.496,50.76
8,4,6,430,80,20,1,159.429,23.442,457.744,428.13
8,4,7,612,109,23,1,371.756,35.009,1143.338,1096.292
8,4,8,710,131,24,1,588.72,44.515,1806.269,1738.212
8,4,9,773,143,25,1,776.533,52.591,2313.434,2226.546
8,4,10,375,360,26,1,722.645,52.827,2157.939,2077.079
8,4,11,348,416,27,1,782.797,55.351,2306.486,2219.871
8,4,12,814,163,28,1,995.279,62.943,2810.519,2702.852
8,4,13,770,178,28,1,923.279,61.806,2623.18,2523.614
8,4,14,729,173,28,1,797.389,57.718,2312.847,2225.982
8,4,15,657,165,27,1,617.096,50.606,1843.419,1774.064
8,4,16,541,148,26,1,404.339,41.821,1226.625,1177.164
8,4,17,387,107,24,0,197.116,35.054,569.262,537.11
8,4,18,145,42,22,0,36.19,23.601,120.874,98.225
8,4,19,0,0,21,0,0,21,0,0
